text,hate
"@Trendulkar It's not raining as it's England's match..ECB &amp; ICC have scheduled all England matches where possibility of rain is minnimum i.e, 'Rain Fixing'.    @ICC must change the venue of #INDvPAK match from Manchester to London.    #ENGvWI #ShameOnICC #RainStopsMatch #CWC19 #INDvsPAK #WIvsENG",0
Yes,0
#DhoniKeepTheGlove dear icc you may not know but that logo is not political nor religious it is a logo of a army regiment so ms dhoni did nothing wrong #DhoniKeepsTheGlove  icc please research on it,0
Has Tata Motors bottomed out? Any surge expected from here?,0
It is nor a surprise. None of the Governments (Congress or BJP) ever bothered about Aam Aadmi and this was the first time that AAP brought Aam Aadmi in front on stage with full respect and both large National parties did not like this. Other parties always wanted people like Ambani and Adani in front of the stage.,1
How cruel is this why cant u post good things,1
Much deserved ?? I seriously fail to understand. What have the soldiers in the borders have not done that they are not being given even 0.1% of these rewards? Appreciable that athletes spend sleepless nights preparing for international matches and work for long number of years to achieve whatever they have achieved but there are some unsung heros who are fighting a REAL LIFE battle and they deserve much more.,0
Y u r so communalise,1
Now we will see what seculars *cough*Muslim cock suckers*cough* have to say,1
"@realDonaldTrump A special day, for an extra-special scumbag.  #Trump #TrumpIsATraitor #HappyBirthdayMrPresident   #potus #FridayFeeling #FridayMotivation     https://t.co/q3ScQULIO3",0
It’s simple @BorisJohnson: majority of people in UK today don’t want #Brexit - and %age objecting more likely to increase than decrease. @Conservatives have painted themselves in ideological corner and taking country down economic dead-end.,0
@Colleenldybg13 @therealkevinTE @CajunBlueAZ1 Nothing like a good #Resister Party #fucktrump https://t.co/1N6gAuuWCO,0
What will happen to breweries stock like UBL because of Supreme Court ban???,1
Shame on India TV who make famous this mother f...ker.,1
@pollypreston @MattHancock It comes with a vacant seat in the PM's office as #BorisJohnsonShouldNotBePM  won't bother to turn in,1
"What is going on in Infosys, Midcap IT is marching ahead why Infosys is lagging behind.",0
indian space mission to find water in the planet earth ----> dum dum give me gum gum -cnbc tv 18,1
What kind of media is this!!first they make headlines of indian soldiers being killed by rocket launchers n now about mutilating their dead bodies....this can happen only if Pak army crosses LOC....btw it looks like a #RealSurgicalStrike with evidences on indian media,1
"I think everything is plan by kejru only :)
May be to divert public attention from something more fishy",1
"@aajtak @sardanarohit @BCCI Will you please show @ICC the value of country pride.   Why BCCI is showing lack of interest in this stupid issue raised by ICC to bring FOCUS on World Cup 2019, which is lacking audience.    Can we boycott Indo Pak Match???    @msdhoni  #DhoniKeSaathDesh #DhoniKeepsTheGlove",1
@RifatJawaid Rifat please note #CricketWorldCup2019 is also not a religious event or a prayer ground.   #DhoniKeepsTheGlove,0
Good if crude prices remain in control and the Government does not tax crude heavily out of greed.,0
Really proudable...nice..,0
#DoctorsFightBack  MLN medical college stands with NRSMCH.  No services without security ✊  #DoctorsUnderOppression  #DoctorsProtest   @CBSNews   @CNN   @WHO https://t.co/ANbu5CvlfO,0
Real Talk:    If you support @realDonaldTrump you are a Russian sympathizer and have no business being an American. I believe you to be a traitor and should be assigned as such. #TraitorTrump #reasonfortreason #fucktrump #deporttraitors,1
"@realDonaldTrump You made it worse with you trying to cover up how you’d collude.  “What an idiot, you are!” Digging your own grave!  How about not looking and giving it straight to authorities as stated in the constitution! #TrumpMustResign #TrumpIsATraitor #TrumpCrimeFamily #TrumpColluded",0
Good thing coming for the free loader loafers and usurpers.Of course the secular press will exaggerate it to the sky.,1
"@mayukhrghosh We have ZERO interest in playing GOD, so please don't treat us either as a GOD or as a DOG! If you deserve respect, so do we, nothing more and nothing less...    #DoctorsFightBack #SaveTheDoctors",1
"U r absolutely right a prayer should give positiveness to the life it's so much irritating,anyone making you understand secularism just stay near by the loudspeakers than u know the real pain,everything should be in limits,but y some ppl trying to make this secular or non secular,it applies to all even temples also,but I never heard so much noise level from any temples.",1
"Heroine of first war of India freedom,   A symbol of patriotism and self respect     #RaniLaxmibai #लक्ष्मीबाई ",0
"@BrianKolfage @CBP @DHSgov @harkjay350 @RyanAFournier @DrPaulGosar @NeilWMcCabe2 @Rambobiggs #MAGA: 'we are a nation of laws'  same #MAGA nuts, started building a 23 million waste of money wall, that could have been better use to help #Vets and #Homeless , without the proper permits    #Resistance #FuckTrump #Resist #NoWall  #NoHumanBeingIsIllegal    https://t.co/lF2am3njsh",1
"Thank you Anna for not joining AAP, Otherwise AAP may vanish early..!",1
Demontisation is completly failed   Lack of proper planning and Uncontrolled Bank Officials.  COMMON MAN HAS TO SUFFER.,1
Give true news.. do not misleading people... You are master of misleading peoples.,1
"Pakistan was involved in duplication of Indian Currency they were sending these fake currency in India to few traitors
And now those traitors are feeling ripped off from their possessions
Most of them are hiding behind our poor people and saying gareebo ko maar diya
But actually these traitors are dying 
#salutetoPM",1
"It is individual choice of being working mother or not working mother, no one has right to put forth their opinion on others. it is not a competition , rather it is justice to the talent of multi tasking which is not her cup of tea look like.",1
The punishment for all sins should be like in dubs and america then the crimes will stop in my INDIA,1
India at it’s worst phase.... aaj hindu muslim horaha hai kal ST SC HOGA Ffir general obc chalega .... indeed we steeped into a new india.   Whatever you guys did was 100 n 1% correct @ZomatoIN . #Zomato,1
They were the customers,0
"Well done modi :-/ oops... I'm tried waking up early and standing for cash out the atm,  hungry all day, off to slp gn sd :-D  ;-)  :-))",0
Congrats to @MeerGoose11 @leasky29 @crossy16 On making the squad. Now go hard out and show them what you’ve got,0
Fake,1
Mr.Hazard you don't join Aap  and remain in your ideological party.,1
"How come #Pakistan mutilated the bodies.. When as per initial reports by media 2 soldiers were injured.. Then they died 
You have to be dead to get mutilated.",0
I dnt knw y inteelectual like u is also behaving Narendra paid bhakts...Srsly msurprised,1
and should I follow the big ticket traders for stock buying,0
"Only people entitled to decide if @msdhoni sporting the Paras insignia on cricket field violates any norm is @adgpi. Else, he has worn it with pride, as a personal code and not as an act of hostility against any nation. No basis for ICC to have a problem  #DhoniKeepsTheGlove",0
"Very good move as it will reduce interest cost on goverment borrowing.Previous goverment in the past borrowed so much money in the past to meet expentiture .Central & State goverment used to present deficit budget. Goverment is doing its best to improve finances.This will help in containing inflation & more money for development.Banks should now reduce borrowing rates on home & personal loan, so demands  pick up resulting more employment",1
Sick and tired of hearing about this fucking asshole too.  #FuckTrump https://t.co/xWA9L3JAnN,1
"We will tackle the inconvenience, no problem in that but l salute Mr. Modi and his ministers....for taking this bold step....we are with you, Jai Hind....",0
Doordarshan have become puppet of BJP and work according to their benifits.,1
"@realDonaldTrump This is one of the worst times to be American, because you are causing serious damage to our country. I sure don't wish you a Happy Father's Day, because everyone knows you're a terrible father. #DerangedDonald #TrumpisaTraitor #TrumpisaCriminal",1
Really is that why fox cut you off when you ztart your crazy talk wow even your propaganda wing is throwing you under the bus. Looks like your the actual enemy of the people. Fucking bell end. #fucktrump https://t.co/oBofbFVopb,1
And microsoft sales expected to be double in few weeks,0
A man self obsessed with religious ideology even in friendship couldn't be a trustworthy. Let him go back without any further talks.,1
Some cases of overdoing are there. But in mob it happens.,0
#ParisAttacks  are also an attack on humanity & a real eye opener for pseudo secularist people of europe. #RefugeesGoBack,0
"Surgical strike is one type of piles operation, Doctor says it's done successfully but patient want to keep it secret.",1
Happy #JohnMcCainDay to all true patriots who celebrate. #TrumpIsATraitor,0
This ia not good. This is the name which most of the people had not heard before he became thw president. Juat one day befone the final declaration of the name how come Mr. Modiji's name replaced by Mr. Trump. It is a night game which time Magazine has played with Mr. Trump.,0
But EVM used to vote only fr bjp...,0
#ShameOnICC @cricketworldcup @ICC .. wrost world cup 😪,0
"I like this act. But what i dont like is, the new money is again going to wrong pockets. We are struggling to get one 2000 rs note after standing in a huge line for hours. But all the  big shots are getting money to their homes directly from the bank. what the hell is really going with the RBI and banks.",1
Himanshu Meena Pl see the headlines of news which is highlighting the weakness of IPS officer because tears came to her eyes and not Honorable MLA. Media too has twisted in the same direction as directed by their Owners.,1
"Keep it up Modiji,the more you dig up corruption , mahachore will shout, absue you since they are seeing end of political life. March on Sir, we are with you. Ji Hind.",0
Actually all rohith supporters are in turn yakub supporters as rohith supported yakub😂😂😂,1
"Candle light silent protest in MYSORE, by Mysore Medical College &amp; Research Institute (MMCRI)  in support to NRSMCH assault on doctors... #DoctorsFightBack  #SaveTheDoctors #SaveBengal   @republic @ndtv @timesofindia @publictvnews @suvarnanewstv @IndiaToday @SwamiGeetika https://t.co/JdKMsFTIFZ",0
